Term,Catalog Nbr,Acad Prog,Grade,ID
2018,B2,CB020,84,888
2018,B2,CB001,59,1073
2018,B2,CB003,44,1125
2018,B2,CB025,66,1105
2018,B2,CB001,73,255
2018,B2,SB001,84,694
2018,B2,CB019,78,1007
2018,B2,CB003,78,983
2018,B2,CB023,40,970
2018,B2,CB001,DPR,650
2018,B2,CB019,65,1245
2018,B2,CB026,53,1021
2018,B2,CB001,DPR,1138
2018,B2,CB003,66,855
2018,B2,CB019,60,1119
2018,B2,CB019,44,1174
2018,B2,CB026,55,1072
2018,B2,CB019,67,1052
2018,B2,CB019,DPR,1197
2018,B2,CB001,29,1238
2018,B2,CB026,55,732
2018,B2,SB001,59,1226
2018,B2,HB001,75,1169
2018,B2,CB003,72,1004
2018,B2,CB020,69,805
2018,B2,CB019,57,1108
2018,B2,SB001,75,967
2018,B2,CB019,72,711
2018,B2,CB003,60,1041
2018,B2,CB015,53,1101
2018,B2,SB001,71,972
2018,B2,CB001,50,1068
2018,B2,CB026,56,1143
2018,B2,CB019,50,988
2018,B2,SB001,59,1158
2018,B2,CB019,73,991
2018,B2,CB015,42,1135
2018,B2,CB019,64,1117
2018,B2,CB020,52,399
2018,B2,CB019,65,980
2018,B2,CB003,64,1076
2018,B2,CB019,55,952
2018,B2,CB019,65,1048
2018,B2,CB020,43,641
2018,B2,CB025,72,960
2018,B2,CB003,72,1055
2018,B2,CB019,64,1232
2018,B2,CB003,59,1210
2018,B2,CB004,79,1030
2018,B2,CB003,75,1046
2018,B2,CB026,34,1241
2018,B2,CB023,61,1154
2018,B2,CB001,35,741
2018,B2,CB003,74,1183
2018,B2,CB019,64,1000
2018,B2,CB003,61,977
2018,B2,CB025,63,1050
2018,B2,CB019,60,969
2018,B2,CB020,66,651
2018,B2,CB004,53,1127
2018,B2,CB003,66,1018
2018,B2,CB003,70,1107
2018,B2,SB001,63,1184
2018,B2,CB020,69,362
2018,B2,CB004,54,959
2018,B2,SB001,56,1015
2018,B2,CB025,UP,1097
2018,B2,CB023,UP,707
2018,B2,CB004,53,1035
2018,B2,CB020,76,551
2018,B2,CB018,58,908
2018,B2,CB011,54,217
2018,B2,CB004,61,791
2018,B2,CB003,59,978
2018,B2,CB011,AB,589
2018,B2,SB001,59,451
2018,B2,CB003,56,1185
2018,B2,CB003,54,1019
2018,B2,CB026,65,1085
2018,B2,CB011,36,668
2018,B2,SB001,58,1092
2018,B2,SB001,74,963
2018,B2,SB001,69,1255
2018,B2,CB026,62,1233
2018,B2,CB020,63,424
2018,B2,CB026,60,973
2018,B2,SB001,UP,1172
2018,B2,CB026,60,1239
2018,B2,CB020,64,438
2018,B2,CB004,35,962
2018,B2,CB026,76,979
2018,B2,CB019,63,519
2018,B2,CB001,AB,984
2018,B2,CB019,56,1020
2018,B2,CB011,UP,886
2018,B2,CU020,DPR,361
2018,B2,CB019,56,1123
2018,B2,CB026,68,1260
2018,B2,CB011,46,1044
2018,B2,CU020,DPR,474
2018,B2,SB001,43,853
2018,B2,SB001,DPR,1244
2018,B2,CB019,54,1103
2018,B2,CB025,DPR,762
2018,B2,CB019,80,1137
2018,B2,CB001,60,476
2018,B2,CB026,DPR,905
2018,B2,CB019,71,893
2018,B2,SB001,63,713
2018,B2,SB016,DPR,578
2018,B2,CB003,UP,1112
2018,B2,CB020,65,1056
2018,B2,CB019,65,676
2018,B2,CB003,64,985
2018,B2,CB004,36,1084
2018,B2,CB025,75,1161
2018,B2,CB019,51,1090
2018,B2,CB001,35,943
2018,B2,CB003,76,1014
2018,B2,CB023,UP,719
2018,B2,CB025,62,986
2018,B2,CB020,UP,786
2018,B2,CB020,60,770
2018,B2,CB019,76,926
2018,B2,CZ001,DPR,21
2018,B2,CB004,32,929
2018,B2,SB001,50,1212
2018,B2,CB019,71,1167
2018,B2,CB001,43,1198
2018,B2,CU020,47A,1520
2018,B2,CB020,70,772
2018,B2,SB001,53,1062
2018,B2,CB025,58,1038
2018,B2,CB011,36,784
2018,B2,CB026,66,996
2018,B2,CB019,68,514
2018,B2,CB019,66,1017
2018,B2,CB019,56,1217
2018,B2,CB025,58,1089
2018,B2,CB001,DPR,917
2018,B2,CB001,54,627
2018,B2,SB001,82,1189
2018,B2,CB025,57,1001
2018,B2,CB020,71,509
2018,B2,CB003,55,995
2018,B2,CB003,75,990
2018,B2,CB003,79,1147
2018,B2,SB001,61,817
2018,B2,SB001,59,752
2018,B2,CB003,66,953
2018,B2,CB023,50,667
2018,B2,CB003,36,989
2018,B2,CB001,60,730
2018,B2,CB003,76,1223
2018,B2,CB003,67,1058
2018,B2,CB018,AB,529
2018,B2,CB001,DPR,1061
2018,B2,CB011,37,816
2018,B2,CB015,50,775
2018,B2,CB001,54,1116
2018,B2,CB019,50,575
2018,B2,CB004,59,808
2018,B2,SB001,56,1042
2018,B2,CB019,74,1218
2018,B2,CB003,64,1005
2018,B2,CB003,79,1091
2018,B2,CB019,69,1213
2018,B2,HB001,87,1003
2018,B2,CB019,75,1025
2018,B2,CB019,56,950
2018,B2,CB001,LOA,1220
2018,B2,SB001,72,907
2018,B2,CB026,65,1140
2018,B2,CB023,57,1160
2018,B2,CB025,29,1057
2018,B2,CB003,58,1063
2018,B2,CB025,79,1132
2018,B2,CB003,59,987
2018,B2,CB003,55,1168
2018,B2,CB019,53,997
2018,B2,SB001,96,1054
2018,B2,SB001,75,671
2018,B2,CB026,AB,1012
2018,B2,CB004,30,680
2018,B2,CB025,64,1027
2018,B2,SB001,42,1196
