Term,Catalog Nbr,Acad Prog,Grade,ID
2018,B1,CB020,85,888
2018,B1,CB001,51,1073
2018,B1,CB003,53,1125
2018,B1,CB025,59,1105
2018,B1,CB001,50,255
2018,B1,SB001,83,694
2018,B1,CB019,72,1007
2018,B1,CB003,66,983
2018,B1,CB023,55,970
2018,B1,SB001,AB,1242
2018,B1,CB019,67,1245
2018,B1,CB004,39,1200
2018,B1,CB026,62,1021
2018,B1,CB001,38,1138
2018,B1,EB010,LOA,1075
2018,B1,CB003,73,855
2018,B1,CB019,65,1119
2018,B1,CB001,45A,1150
2018,B1,CB019,38,1174
2018,B1,CB026,50,1072
2018,B1,CB019,59,1052
2018,B1,CB019,65,1197
2018,B1,CB001,18,1238
2018,B1,CB026,50,732
2018,B1,SB001,51,1226
2018,B1,HB001,72,1169
2018,B1,CB003,75,1004
2018,B1,CB020,78,805
2018,B1,CB019,81,1108
2018,B1,SB001,84,967
2018,B1,CB019,56,711
2018,B1,CB003,61,1041
2018,B1,CB015,50,1101
2018,B1,SB001,61,972
2018,B1,CB001,56,1068
2018,B1,CB001,AB,1164
2018,B1,EB011,38,1225
2018,B1,CB026,37,1143
2018,B1,CB019,UP,988
2018,B1,SB001,63,1158
2018,B1,CB019,73,991
2018,B1,CB015,54,1135
2018,B1,CB019,58,1117
2018,B1,CB020,54,399
2018,B1,CB019,73,980
2018,B1,CB003,47,1076
2018,B1,CB019,41,952
2018,B1,CB019,61,1048
2018,B1,CB020,50,641
2018,B1,CB025,71,960
2018,B1,CB019,60,795
2018,B1,SB001,59,966
2018,B1,CB003,86,1055
2018,B1,CB019,UP,1232
2018,B1,CB003,60,1210
2018,B1,CB004,58,1030
2018,B1,CB004,AB,1029
2018,B1,CB003,75,1046
2018,B1,CB026,50,1241
2018,B1,CB023,30,1154
2018,B1,CB001,33,741
2018,B1,CB003,83,1183
2018,B1,CB019,70,1000
2018,B1,CB003,36,977
2018,B1,CB025,67,1050
2018,B1,CB004,35,1136
2018,B1,CB019,83,969
2018,B1,CB004,62,1127
2018,B1,CB003,65,1018
2018,B1,CB003,63,1107
2018,B1,SB001,42,1184
2018,B1,CB020,80,362
2018,B1,CB004,53,959
2018,B1,SB001,69,1015
2018,B1,CB020,79,383
2018,B1,CB025,63,1097
2018,B1,SB001,35,887
2018,B1,CB004,37,1032
2018,B1,CB023,44,707
2018,B1,CB004,72,1035
2018,B1,CB018,77,908
2018,B1,CB004,49,791
2018,B1,CB003,71,978
2018,B1,CB003,82,1185
2018,B1,CB003,67,1019
2018,B1,CB026,65,1085
2018,B1,CB011,52,668
2018,B1,SB001,51,1092
2018,B1,SB001,53,963
2018,B1,CB011,59,503
2018,B1,SB001,69,1255
2018,B1,CB026,74,1233
2018,B1,CB001,22,625
2018,B1,CB026,66,973
2018,B1,SB001,75,1172
2018,B1,CB004,42,1253
2018,B1,CB026,63,1239
2018,B1,CB020,60,438
2018,B1,CB004,AB,962
2018,B1,CB026,63,979
2018,B1,CB019,60,519
2018,B1,CB001,26,984
2018,B1,CB019,58,1020
2018,B1,CB011,59,886
2018,B1,SB016,38,913
2018,B1,CU020,3,361
2018,B1,CB019,59,1123
2018,B1,CB026,81,1260
2018,B1,CB011,57,1044
2018,B1,CB001,AB,455
2018,B1,CU020,43,474
2018,B1,SB001,UP,853
2018,B1,SB001,28,1244
2018,B1,CB019,65,1103
2018,B1,CB025,AB,762
2018,B1,CB019,81,1137
2018,B1,CB001,51,476
2018,B1,CB019,72,893
2018,B1,SB001,40,713
2018,B1,SB016,AB,578
2018,B1,CB003,UP,1112
2018,B1,CB004,36,1215
2018,B1,CB020,67,1056
2018,B1,CU020,39,1479
2018,B1,CB019,76,676
2018,B1,CB003,70,985
2018,B1,CB004,32,1084
2018,B1,CB025,65,1161
2018,B1,CB019,50,1090
2018,B1,CB001,42,943
2018,B1,CB003,79,1014
2018,B1,CB023,53,719
2018,B1,CB025,68,986
2018,B1,CB004,AB,856
2018,B1,CB020,62,786
2018,B1,CB020,68,770
2018,B1,CB004,54,929
2018,B1,SB001,55,1212
2018,B1,CB019,58,1167
2018,B1,CB001,36,1198
2018,B1,CU020,52,1520
2018,B1,CB020,80,772
2018,B1,SB001,66,897
2018,B1,CB011,AB,561
2018,B1,SB001,58,1062
2018,B1,CU020,21,1521
2018,B1,CB025,69,1038
2018,B1,CB011,15,784
2018,B1,SB001,25,1113
2018,B1,CB026,54,996
2018,B1,CB011,23,821
2018,B1,CB019,67,514
2018,B1,CB019,79,1017
2018,B1,CB019,60,1217
2018,B1,CB025,72,1089
2018,B1,CB001,AB,917
2018,B1,SB001,86,1189
2018,B1,CB025,63,1001
2018,B1,CB020,54,509
2018,B1,CB004,45A,1173
2018,B1,CB003,61,995
