Term,Catalog Nbr,Acad Prog,Grade,ID
2017,B1,CB011,DPR,613
2017,B1,CB011,32,616
2017,B1,CB011,78,688
2017,B1,CB003,72,872
2017,B1,CB025,79,848
2017,B1,CB003,72,556
2017,B1,SB016,64,510
2017,B1,CB001,59,906
2017,B1,CB001,29,255
2017,B1,CB001,64,749
2017,B1,CB003,91,867
2017,B1,CB019,60,693
2017,B1,CB004,35,836
2017,B1,CB003,77,759
2017,B1,CB003,81,790
2017,B1,CB001,31,850
2017,B1,CB003,76,718
2017,B1,CB003,60,797
2017,B1,CB019,63,889
2017,B1,SB001,61,425
2017,B1,CB003,68,827
2017,B1,CB019,82,841
2017,B1,CB019,65,852
2017,B1,CB018,69,513
2017,B1,CB019,61,507
2017,B1,CB003,76,731
2017,B1,CB003,75,861
2017,B1,CB003,65,782
2017,B1,SB001,61,497
2017,B1,CB019,65,532
2017,B1,CB019,61,684
2017,B1,CB019,74,543
2017,B1,CB019,20,711
2017,B1,CB003,67,774
2017,B1,CB011,40,406
2017,B1,CB004,DPR,27
2017,B1,CB001,14,910
2017,B1,CB003,65,750
2017,B1,EB011,44,100
2017,B1,CB019,53,199
2017,B1,CB003,61,701
2017,B1,CB011,51,535
2017,B1,CB001,58,444
2017,B1,CB019,67,706
2017,B1,CB003,53,798
2017,B1,CB020,31,641
2017,B1,CB020,62,318
2017,B1,CB019,34,795
2017,B1,CB001,55,464
2017,B1,SB001,63,375
2017,B1,SB001,67,540
2017,B1,SB001,41,803
2017,B1,CB011,INC,757
2017,B1,CB003,51,377
2017,B1,SB001,34,670
2017,B1,CG031,59,1262
2017,B1,CB004,55,804
2017,B1,CB019,63,923
2017,B1,CB019,57,787
2017,B1,CB020,55,457
2017,B1,CB020,76,788
2017,B1,CB004,52,930
2017,B1,CB004,56,809
2017,B1,CB019,51,689
2017,B1,CB003,92,729
2017,B1,CB025,78,824
2017,B1,CB019,75,683
2017,B1,CB001,30,936
2017,B1,CB001,AB,32
2017,B1,CB004,73,374
2017,B1,CB020,65,651
2017,B1,CB003,92,802
2017,B1,CB020,57,611
2017,B1,CB001,66,898
2017,B1,SB001,77,785
2017,B1,CB025,DPR,947
2017,B1,CB001,INC,156
2017,B1,CB023,DPR,196
