Term,Catalog Nbr,Acad Prog,Grade,ID
2019,B2,CB003,65,1125
2019,B2,CB003,57,1435
2019,B2,CB003,55,1510
2019,B2,CB024,51,1443
2019,B2,CB003,52,1204
2019,B2,SB001,UP,1357
2019,B2,CB001,46,650
2019,B2,CB025,69,1466
2019,B2,SB001,LOA,1242
2019,B2,CB004,37,1453
2019,B2,CB019,61,1037
2019,B2,CB019,54,1349
2019,B2,CB026,53,1315
2019,B2,CB003,72,1282
2019,B2,CB019,UP,1326
2019,B2,CB019,55,1174
2019,B2,CB003,68,1319
2019,B2,SB001,40,1272
2019,B2,CB019,50,1321
2019,B2,CB019,64,1197
2019,B2,CB003,59,1538
2019,B2,CB003,51,1456
2019,B2,SB001,57,1451
2019,B2,CB003,66,1274
2019,B2,CB003,59,1268
2019,B2,CB019,38,1495
2019,B2,CB001,DPR,1148
2019,B2,CB020,UP,641
2019,B2,CU020,56,660
2019,B2,CB026,45,1330
2019,B2,CB026,57,1241
2019,B2,CB003,62,1289
2019,B2,CB019,UP,1540
2019,B2,CB001,39,741
2019,B2,CB003,73,1399
2019,B2,CB003,56,1312
2019,B2,CB004,59,1206
2019,B2,CB019,AB,1563
2019,B2,CB001,20,1211
2019,B2,CB026,36,1461
2019,B2,CB003,64,1478
2019,B2,SB001,50,1304
2019,B2,CB025,DPR,947
2019,B2,CB025,59,1449
2019,B2,CB026,55,1283
2019,B2,CB011,22,1576
2019,B2,SB001,56,1301
2019,B2,CB026,54,1398
2019,B2,SB001,28,1008
2019,B2,SB001,UP,1134
2019,B2,SB001,35,1523
2019,B2,CB003,75,1142
2019,B2,CB026,41,1280
2019,B2,CB020,26,1543
2019,B2,CB004,DPR,1558
2019,B2,CB019,41,942
2019,B2,CB018,71,1016
2019,B2,CB003,37,1433
2019,B2,CU020,DPR,1767
2019,B2,CB019,58,1391
2019,B2,CB025,75,1366
2019,B2,CB026,40,1364
2019,B2,CB026,42,1353
2019,B2,CB019,52,1410
2019,B2,SB001,40,1165
2019,B2,CB001,35,1201
2019,B2,CB004,35,1043
2019,B2,CB001,INC,1546
2019,B2,CB019,59,1311
2019,B2,CB003,59,1508
2019,B2,CB026,56,1152
2019,B2,CB026,67,1346
2019,B2,CB001,AB,1010
2019,B2,CB011,31,1121
2019,B2,CB019,66,1277
2019,B2,CB023,34,1306
2019,B2,CB026,LOA,1339
2019,B2,CB025,55,1482
2019,B2,CB026,54,1458
2019,B2,CB026,63,1322
2019,B2,CB026,51,1351
2019,B2,CB004,55,739
2019,B2,CB003,73,1267
2019,B2,CB023,36,1493
2019,B2,CB020,DPR,1320
2019,B2,CB015,38,1222
2019,B2,CB020,DPR,1067
2019,B2,SB001,DPR,1244
2019,B2,CB026,UP,1356
2019,B2,CB003,75,1375
2019,B2,CB003,55,1361
2019,B2,CB001,33,943
2019,B2,CB026,50,1300
2019,B2,CB026,72,1270
2019,B2,CB026,69,1310
2019,B2,CB019,58,1265
2019,B2,CB003,DPR,1492
2019,B2,CB019,39,1511
2019,B2,CB011,UP,1429
2019,B2,CB003,77,1506
2019,B2,CB001,38,1463
2019,B2,CB004,39,929
2019,B2,CB001,UP,1198
2019,B2,CB019,12,1512
2019,B2,CB020,UP,1106
2019,B2,CB001,41,1071
2019,B2,CB003,58,1448
2019,B2,CB025,62,1415
2019,B2,CB026,70,1570
2019,B2,CB019,UP,1525
2019,B2,CB003,55,1445
2019,B2,SB001,77,1290
2019,B2,CB025,79,1308
2019,B2,CB003,54,1202
2019,B2,CB023,37,1314
2019,B2,CB020,69,1178
2019,B2,CB001,31,1360
2019,B2,CB023,UP,1291
2019,B2,CB020,38,1208
2019,B2,CB023,46,1355
2019,B2,CB003,UP,1380
2019,B2,CB003,UP,989
2019,B2,CB003,68,1324
2019,B2,CB003,75,1271
2019,B2,CB019,37,1422
2019,B2,CB001,52,1061
2019,B2,CB011,29,816
2019,B2,CB019,62,1455
2019,B2,CB004,UP,1278
2019,B2,CB011,51,1529
2019,B2,SB001,UP,1155
2019,B2,CB003,57,1469
2019,B2,CB003,59,1403
2019,B2,CB023,DPR,1439
2019,B2,CB026,51,1293
2019,B2,CB004,39,1335
2019,B2,CB003,61,1295
2019,B2,CB025,50,1057
2019,B2,CU020,33,606
2019,B2,CB024,UP,1465
2019,B2,CB020,22,1234
2019,B2,CB003,60,1338
2019,B2,CB003,88,1307
2019,B2,CB001,UP,1033
2019,B2,CB001,41,1273
2019,B2,CB001,51,1350
2019,B2,CB003,88,1296
2019,B2,CB026,52,1012
2019,B2,CB003,71,568
2019,B2,SB001,52,1196
2019,B2,SB001,58,1382
