Term,Catalog Nbr,Acad Prog,Grade,ID
2017,B2,CB011,59,688
2017,B2,CB003,63,872
2017,B2,CB025,55,848
2017,B2,CB003,65,556
2017,B2,SB016,UP,510
2017,B2,CB001,52,906
2017,B2,CB001,UP,255
2017,B2,CB001,DPR,749
2017,B2,CB019,77,173
2017,B2,CB003,75,867
2017,B2,CB019,UP,693
2017,B2,CB003,71,759
2017,B2,CB003,72,790
2017,B2,CB003,65,718
2017,B2,CB003,59,797
2017,B2,CB019,62,889
2017,B2,SB001,60,425
2017,B2,CB003,65,827
2017,B2,CB019,74,841
2017,B2,CB019,70,852
2017,B2,CB018,69,513
2017,B2,CB019,52,507
2017,B2,CB003,60,731
2017,B2,CB003,62,861
2017,B2,CB003,56,782
2017,B2,SB001,52,497
2017,B2,CB019,50,532
2017,B2,CB019,65,684
2017,B2,CB019,85,543
2017,B2,CB019,15,711
2017,B2,CB003,53,774
2017,B2,CB011,39,406
2017,B2,CB003,64,750
2017,B2,CG031,61,68
2017,B2,CB003,62,701
2017,B2,CB011,AB,535
2017,B2,CB001,62,444
2017,B2,CB019,56,706
2017,B2,CB003,60,798
2017,B2,CB020,28,641
2017,B2,CB019,UP,795
2017,B2,CB001,36,464
2017,B2,SB001,43,540
2017,B2,CB003,58,377
2017,B2,CG031,54,1262
2017,B2,CB004,36,804
2017,B2,CB019,56,923
2017,B2,CB019,60,787
2017,B2,CB004,73,420
2017,B2,CB020,50,457
2017,B2,CB020,69,788
2017,B2,CB004,57,930
2017,B2,CB004,69,809
2017,B2,CB019,UP,689
2017,B2,CB003,66,729
2017,B2,CB025,66,824
2017,B2,CB019,62,683
2017,B2,CB004,UP,374
2017,B2,SB001,45A,241
2017,B2,CB020,AB,651
2017,B2,CB003,86,802
2017,B2,CB020,50,611
2017,B2,CB001,58,898
2017,B2,SB001,58,785
2017,B2,CB019,66,550
2017,B2,CB020,72,309
2017,B2,CG031,63,1219
2017,B2,CB019,71,738
2017,B2,CB020,23,362
2017,B2,CB024,55,596
2017,B2,CB011,31,379
2017,B2,CB019,50,432
2017,B2,CB003,57,766
2017,B2,CB019,69,395
2017,B2,CB020,53,383
2017,B2,CB025,58,727
2017,B2,CB019,58,854
2017,B2,CB026,60,662
2017,B2,CB020,58,512
2017,B2,CB026,54,664
2017,B2,CB025,63,811
2017,B2,CB020,55,554
2017,B2,CB020,39,551
2017,B2,CB011,47,580
2017,B2,CB020,52,327
2017,B2,CB011,44,217
2017,B2,CB019,55,876
2017,B2,CB019,54,709
2017,B2,CB026,UP,819
2017,B2,CB025,62,751
2017,B2,SB001,44,451
2017,B2,CB011,43,178
2017,B2,CB019,52,744
2017,B2,CB025,79,835
2017,B2,CB019,66,734
2017,B2,CB026,72,859
2017,B2,CB001,37,639
2017,B2,CB025,68,699
2017,B2,SB001,60,879
2017,B2,CB026,53,754
2017,B2,CG031,INC,8
2017,B2,CB020,54,617
2017,B2,CB001,65,626
2017,B2,CB011,UP,503
2017,B2,CB026,67,700
2017,B2,CB020,47,424
2017,B2,CB020,47,438
2017,B2,CB003,71,831
2017,B2,CB003,60,720
2017,B2,CB025,73,681
2017,B2,CB019,56,605
2017,B2,CB019,65,136
2017,B2,CB019,39,519
2017,B2,CB011,29,886
2017,B2,CB025,UP,690
2017,B2,CB004,62,776
2017,B2,SB001,55,894
2017,B2,CB020,59,453
2017,B2,CB020,62,342
2017,B2,CB003,68,673
2017,B2,CB019,52,687
2017,B2,CB001,UP,476
2017,B2,CB004,UP,796
2017,B2,CB026,31,905
2017,B2,CB003,56,511
2017,B2,CB011,55,307
2017,B2,SB001,DPR,713
2017,B2,CB003,50,862
2017,B2,CB026,52,703
2017,B2,CB001,LOA,634
2017,B2,CB019,61,586
2017,B2,CB020,54,331
2017,B2,CB019,43,926
2017,B2,CB011,61,620
2017,B2,CB020,59,461
2017,B2,SB001,50,901
2017,B2,CB018,61,478
2017,B2,CB025,52,845
2017,B2,SB016,59,902
2017,B2,CG031,41,1227
2017,B2,SB001,55,897
2017,B2,SB001,UP,482
2017,B2,CB003,66,716
2017,B2,CB025,71,823
2017,B2,CB003,66,458
2017,B2,CB003,68,433
2017,B2,CB025,56,825
2017,B2,CB019,45,514
2017,B2,CB004,50,669
2017,B2,CB011,40,607
2017,B2,CB003,60,674
2017,B2,SB001,53,378
2017,B2,CB020,60,282
2017,B2,CB011,45,311
2017,B2,CB004,52,441
2017,B2,CB001,42,627
2017,B2,CB020,51,591
2017,B2,CB004,59,527
2017,B2,CB019,77,717
2017,B2,CB019,81,800
2017,B2,CB023,35,667
2017,B2,CB019,51,843
2017,B2,CB004,62,882
2017,B2,CB001,33,730
2017,B2,CB001,71,704
2017,B2,CB018,AB,529
2017,B2,CB020,68,242
2017,B2,CB001,39,288
2017,B2,CB019,34,575
2017,B2,CB004,41,808
2017,B2,CB020,61,251
2017,B2,CB019,67,736
2017,B2,CB019,56,726
2017,B2,CB003,68,768
2017,B2,CB011,54,488
2017,B2,CB011,57,65
2017,B2,CG031,AB,1207
2017,B2,CB004,61,810
2017,B2,CB001,42,481
2017,B2,CB019,58,777
2017,B2,CB018,56,404
2017,B2,SB001,66,899
2017,B2,SB001,50,697
2017,B2,CB019,68,579
2017,B2,CB019,61,801
2017,B2,CB003,63,483
